"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu Oct 24 13:54:52 GMT 2024","Thu Oct 24 13:54:52 GMT 2024","0","tests","test_departments","","","","Тест наличия Органов","Этот тест проверяет наличие на странице органов объектов"
"skipped","Thu Oct 24 13:54:25 GMT 2024","Thu Oct 24 13:54:25 GMT 2024","1","tests","test_categories","","","","Тест Категорий","Этот тест проверяет объекты категорий на стандартное представление"
"skipped","Thu Oct 24 14:03:25 GMT 2024","Thu Oct 24 14:03:25 GMT 2024","0","tests","test_target","","","","Тест получения токена для Авторизации для теста Параметров по Подуслуге","Этот тест проверяет получение токена для доступа к авторизации"
"skipped","Thu Oct 24 13:54:47 GMT 2024","Thu Oct 24 13:54:47 GMT 2024","1","tests","test_category","","","","Тест доступности вспомогательных страниц для Категорий","Этот тест проверяет доступность страницы вспомогательных страниц для доступа к категориям"
"skipped","Thu Oct 24 13:58:12 GMT 2024","Thu Oct 24 13:58:12 GMT 2024","53","tests","test_department","","","","Тест доступности Услуг по Категории","Этот тест проверяет доступность страниц категорий"
"skipped","Thu Oct 24 13:58:12 GMT 2024","Thu Oct 24 13:58:12 GMT 2024","0","tests","test_department","","","","Тест доступности вспомогательных страниц для Категорий","Этот тест проверяет доступность страницы вспомогательных страниц для доступа к категориям"
"skipped","Thu Oct 24 13:54:50 GMT 2024","Thu Oct 24 13:54:50 GMT 2024","28","tests","test_category","","","","Тест Услуг по Категории","Этот тест проверяет объекты услуг на стандартное представление"
"skipped","Thu Oct 24 13:54:52 GMT 2024","Thu Oct 24 13:54:52 GMT 2024","0","tests","test_departments","","","","Тест получения токена для Органов","Этот тест проверяет получение токена для доступа к органам"
"skipped","Thu Oct 24 14:03:25 GMT 2024","Thu Oct 24 14:03:25 GMT 2024","7","tests","test_target","","","","Тест Авторизации для теста Параметров по Подуслуге","Этот тест проверяет успешность авторизации в качестве заданного пользователя"
"skipped","Thu Oct 24 13:54:52 GMT 2024","Thu Oct 24 13:54:52 GMT 2024","0","tests","test_departments","","","","Тест доступности Услуг по Категории","Этот тест проверяет доступность страниц категорий"
"skipped","Thu Oct 24 13:58:12 GMT 2024","Thu Oct 24 13:58:12 GMT 2024","0","tests","test_department","","","","Тест получения токена для Категорий","Этот тест проверяет получение токена для доступа к категориям"
"skipped","Thu Oct 24 14:03:25 GMT 2024","Thu Oct 24 14:03:25 GMT 2024","76","tests","test_target","","","","Тест доступности Параметров по Подуслуге","Этот тест проверяет доступность страниц подуслуг"
"skipped","Thu Oct 24 13:54:25 GMT 2024","Thu Oct 24 13:54:25 GMT 2024","1","tests","test_categories","","","","Тест доступности Категорий","Этот тест проверяет доступность страницы категорий"
"skipped","Thu Oct 24 13:54:47 GMT 2024","Thu Oct 24 13:54:47 GMT 2024","0","tests","test_category","","","","Тест получения токена для Категорий","Этот тест проверяет получение токена для доступа к категориям"
"skipped","Thu Oct 24 14:03:25 GMT 2024","Thu Oct 24 14:03:25 GMT 2024","7","tests","test_target","","","","Тест наличия Авторизации для теста Параметров по Подуслуге","Этот тест проверяет наличие записей об авторизации на странице авторизации"
"skipped","Thu Oct 24 14:03:25 GMT 2024","Thu Oct 24 14:03:25 GMT 2024","0","tests","test_target","","","","Тест доступности страницы Авторизации для теста Параметров по Подуслуге","Этот тест проверяет доступность страницы авторизации"
"skipped","Thu Oct 24 13:54:47 GMT 2024","Thu Oct 24 13:54:47 GMT 2024","12","tests","test_category","","","","Тест доступности Услуг по Категории","Этот тест проверяет доступность страниц категорий"
"skipped","Thu Oct 24 13:54:52 GMT 2024","Thu Oct 24 13:54:52 GMT 2024","16","tests","test_departments","","","","Тест Органов","Этот тест проверяет объекты органов на стандартное представление"
"skipped","Thu Oct 24 13:59:36 GMT 2024","Thu Oct 24 13:59:36 GMT 2024","45","tests","test_service","","","","Тест Подуслуг по Услуге","Этот тест проверяет подуслуги на стандартное представление"
"skipped","Thu Oct 24 13:54:52 GMT 2024","Thu Oct 24 13:54:52 GMT 2024","0","tests","test_departments","","","","Тест доступности вспомогательных страниц для Органов","Этот тест проверяет доступность страницы вспомогательных страниц для доступа к органам"
"skipped","Thu Oct 24 13:59:34 GMT 2024","Thu Oct 24 13:59:34 GMT 2024","51","tests","test_service","","","","Тест доступности Подуслуг по Услуге","Этот тест проверяет доступность страниц услуг"
"skipped","Thu Oct 24 13:59:35 GMT 2024","Thu Oct 24 13:59:36 GMT 2024","28","tests","test_service","","","","Тест наличия групп Подуслуг по Услуге","Этот тест проверяет наличие на страницах услуг групп подуслуг"
"skipped","Thu Oct 24 14:03:25 GMT 2024","Thu Oct 24 14:03:25 GMT 2024","0","tests","test_target","","","","Тест доступности вспомогательных страниц для Авторизации для теста Параметров по Подуслуге","Этот тест проверяет доступность вспомогательных страниц для доступа к авторизации"
"broken","Thu Oct 24 14:03:25 GMT 2024","Thu Oct 24 14:03:25 GMT 2024","0","tests","test_target","","","","Тест Параметров по Подуслуге","Этот тест проверяет наличие на страницах подуслуг проверяемых параметров"
"skipped","Thu Oct 24 13:54:25 GMT 2024","Thu Oct 24 13:54:25 GMT 2024","0","tests","test_categories","","","","Тест наличия Категорий","Этот тест проверяет наличие на странице категорий объектов"
"skipped","Thu Oct 24 13:59:36 GMT 2024","Thu Oct 24 13:59:36 GMT 2024","31","tests","test_service","","","","Тест групп Подуслуг по Услуге","Этот тест проверяет группы подуслуг на стандартное представление"
"skipped","Thu Oct 24 13:58:15 GMT 2024","Thu Oct 24 13:58:15 GMT 2024","67","tests","test_department","","","","Тест Услуг по Категории","Этот тест проверяет объекты услуг на стандартное представление"
