"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 13 03:34:51 GMT 2024","Sun Oct 13 03:34:51 GMT 2024","1","tests","test_target.py","test_target_details","","","Проверить подуслугу 13857@egServiceTarget",""
"passed","Sun Oct 13 03:34:50 GMT 2024","Sun Oct 13 03:34:50 GMT 2024","0","tests","test_target.py","test_target_details","","","Проверить подуслугу 15647@egServiceTarget",""
"passed","Sun Oct 13 03:34:54 GMT 2024","Sun Oct 13 03:34:54 GMT 2024","0","tests","test_target.py","test_target_details","","","Проверить подуслугу 15650@egServiceTarget",""
"failed","Sun Oct 13 03:34:50 GMT 2024","Sun Oct 13 03:34:50 GMT 2024","0","tests","test_target.py","test_target_details","","","Проверить подуслугу 20046@egServiceTarget",""
"failed","Sun Oct 13 03:34:50 GMT 2024","Sun Oct 13 03:34:50 GMT 2024","0","tests","test_target.py","test_target_details","","","Проверить подуслугу 13155@egServiceTarget",""
"passed","Sun Oct 13 03:34:56 GMT 2024","Sun Oct 13 03:34:56 GMT 2024","0","tests","test_target.py","test_target_details","","","Проверить подуслугу 15642@egServiceTarget",""
"passed","Sun Oct 13 03:34:56 GMT 2024","Sun Oct 13 03:34:56 GMT 2024","0","tests","test_target.py","test_target_details","","","Проверить подуслугу 20676@egServiceTarget",""
"passed","Sun Oct 13 03:34:52 GMT 2024","Sun Oct 13 03:34:52 GMT 2024","0","tests","test_target.py","test_target_details","","","Проверить подуслугу 15641@egServiceTarget",""
"passed","Sun Oct 13 03:34:55 GMT 2024","Sun Oct 13 03:34:55 GMT 2024","0","tests","test_target.py","test_target_details","","","Проверить подуслугу 15909@egServiceTarget",""
"passed","Sun Oct 13 03:34:55 GMT 2024","Sun Oct 13 03:34:55 GMT 2024","1","tests","test_target.py","test_target_details","","","Проверить подуслугу 13896@egServiceTarget",""
"failed","Sun Oct 13 03:34:56 GMT 2024","Sun Oct 13 03:34:56 GMT 2024","1","tests","test_target.py","test_target_details","","","Проверить подуслугу 13130@egServiceTarget",""
"passed","Sun Oct 13 03:34:50 GMT 2024","Sun Oct 13 03:34:50 GMT 2024","0","tests","test_target.py","test_target_details","","","Проверить подуслугу 13136@egServiceTarget",""
"passed","Sun Oct 13 03:34:55 GMT 2024","Sun Oct 13 03:34:55 GMT 2024","0","tests","test_target.py","test_target_details","","","Проверить подуслугу 13856@egServiceTarget",""
"passed","Sun Oct 13 03:34:50 GMT 2024","Sun Oct 13 03:34:50 GMT 2024","0","tests","test_target.py","test_target_details","","","Проверить подуслугу 13388@egServiceTarget",""
"passed","Sun Oct 13 03:34:56 GMT 2024","Sun Oct 13 03:34:56 GMT 2024","0","tests","test_target.py","test_target_details","","","Проверить подуслугу 21045@egServiceTarget",""
"passed","Sun Oct 13 03:34:56 GMT 2024","Sun Oct 13 03:34:56 GMT 2024","0","tests","test_target.py","test_target_details","","","Проверить подуслугу 12885@egServiceTarget",""
"passed","Sun Oct 13 03:34:50 GMT 2024","Sun Oct 13 03:34:50 GMT 2024","0","tests","test_target.py","test_target_details","","","Проверить подуслугу 20938@egServiceTarget",""
"passed","Sun Oct 13 03:34:55 GMT 2024","Sun Oct 13 03:34:55 GMT 2024","0","tests","test_target.py","test_target_details","","","Проверить подуслугу 20202@egServiceTarget",""
"passed","Sun Oct 13 03:34:49 GMT 2024","Sun Oct 13 03:34:49 GMT 2024","1","tests","test_target.py","test_target_details","","","Проверить подуслугу 20968@egServiceTarget",""
"passed","Sun Oct 13 03:34:50 GMT 2024","Sun Oct 13 03:34:50 GMT 2024","1","tests","test_target.py","test_target_details","","","Проверить подуслугу 20249@egServiceTarget",""
"passed","Sun Oct 13 03:34:56 GMT 2024","Sun Oct 13 03:34:56 GMT 2024","0","tests","test_target.py","test_target_details","","","Проверить подуслугу 21231@egServiceTarget",""
"failed","Sun Oct 13 03:34:50 GMT 2024","Sun Oct 13 03:34:50 GMT 2024","0","tests","test_target.py","test_target_details","","","Проверить подуслугу 21091@egServiceTarget",""
"passed","Sun Oct 13 03:34:51 GMT 2024","Sun Oct 13 03:34:51 GMT 2024","0","tests","test_target.py","test_target_details","","","Проверить подуслугу 16352@egServiceTarget",""
"passed","Sun Oct 13 03:34:55 GMT 2024","Sun Oct 13 03:34:55 GMT 2024","1","tests","test_target.py","test_target_details","","","Проверить подуслугу 14639@egServiceTarget",""
"passed","Sun Oct 13 03:34:55 GMT 2024","Sun Oct 13 03:34:55 GMT 2024","0","tests","test_target.py","test_target_details","","","Проверить подуслугу 13716@egServiceTarget",""
"failed","Sun Oct 13 03:34:50 GMT 2024","Sun Oct 13 03:34:50 GMT 2024","0","tests","test_target.py","test_target_details","","","Проверить подуслугу 14372@egServiceTarget",""
"passed","Sun Oct 13 03:34:55 GMT 2024","Sun Oct 13 03:34:55 GMT 2024","0","tests","test_target.py","test_target_details","","","Проверить подуслугу 20821@egServiceTarget",""
"passed","Sun Oct 13 03:34:56 GMT 2024","Sun Oct 13 03:34:56 GMT 2024","1","tests","test_target.py","test_target_details","","","Проверить подуслугу 19806@egServiceTarget",""
"failed","Sun Oct 13 03:34:56 GMT 2024","Sun Oct 13 03:34:56 GMT 2024","0","tests","test_target.py","test_target_details","","","Проверить подуслугу 13119@egServiceTarget",""
"passed","Sun Oct 13 03:34:56 GMT 2024","Sun Oct 13 03:34:56 GMT 2024","1","tests","test_target.py","test_target_details","","","Проверить подуслугу 19837@egServiceTarget",""
"failed","Sun Oct 13 03:34:51 GMT 2024","Sun Oct 13 03:34:51 GMT 2024","1","tests","test_target.py","test_target_details","","","Проверить подуслугу 20079@egServiceTarget",""
"failed","Sun Oct 13 03:34:55 GMT 2024","Sun Oct 13 03:34:55 GMT 2024","0","tests","test_target.py","test_target_details","","","Проверить подуслугу 20350@egServiceTarget",""
"passed","Sun Oct 13 03:34:55 GMT 2024","Sun Oct 13 03:34:55 GMT 2024","0","tests","test_target.py","test_target_details","","","Проверить подуслугу 15588@egServiceTarget",""
"passed","Sun Oct 13 03:34:51 GMT 2024","Sun Oct 13 03:34:51 GMT 2024","1","tests","test_target.py","test_target_details","","","Проверить подуслугу 15885@egServiceTarget",""
"passed","Sun Oct 13 03:34:55 GMT 2024","Sun Oct 13 03:34:55 GMT 2024","1","tests","test_target.py","test_target_details","","","Проверить подуслугу 16331@egServiceTarget",""
"failed","Sun Oct 13 03:34:50 GMT 2024","Sun Oct 13 03:34:50 GMT 2024","1","tests","test_target.py","test_target_details","","","Проверить подуслугу 21092@egServiceTarget",""
"passed","Sun Oct 13 03:34:50 GMT 2024","Sun Oct 13 03:34:50 GMT 2024","1","tests","test_target.py","test_target_details","","","Проверить подуслугу 21065@egServiceTarget",""
"passed","Sun Oct 13 03:34:52 GMT 2024","Sun Oct 13 03:34:52 GMT 2024","1","tests","test_target.py","test_target_details","","","Проверить подуслугу 16980@egServiceTarget",""
"failed","Sun Oct 13 03:34:49 GMT 2024","Sun Oct 13 03:34:49 GMT 2024","1","tests","test_target.py","test_target_details","","","Проверить подуслугу 12790@egServiceTarget",""
"failed","Sun Oct 13 03:34:55 GMT 2024","Sun Oct 13 03:34:55 GMT 2024","1","tests","test_target.py","test_target_details","","","Проверить подуслугу 15395@egServiceTarget",""
"passed","Sun Oct 13 03:34:56 GMT 2024","Sun Oct 13 03:34:56 GMT 2024","1","tests","test_target.py","test_target_details","","","Проверить подуслугу 20466@egServiceTarget",""
"failed","Sun Oct 13 03:34:55 GMT 2024","Sun Oct 13 03:34:55 GMT 2024","1","tests","test_target.py","test_target_details","","","Проверить подуслугу 20913@egServiceTarget",""
"passed","Sun Oct 13 03:34:55 GMT 2024","Sun Oct 13 03:34:55 GMT 2024","1","tests","test_target.py","test_target_details","","","Проверить подуслугу 16394@egServiceTarget",""
"passed","Sun Oct 13 03:34:55 GMT 2024","Sun Oct 13 03:34:55 GMT 2024","0","tests","test_target.py","test_target_details","","","Проверить подуслугу 19722@egServiceTarget",""
"passed","Sun Oct 13 03:34:50 GMT 2024","Sun Oct 13 03:34:50 GMT 2024","0","tests","test_target.py","test_target_details","","","Проверить подуслугу 20912@egServiceTarget",""
"passed","Sun Oct 13 03:34:56 GMT 2024","Sun Oct 13 03:34:56 GMT 2024","1","tests","test_target.py","test_target_details","","","Проверить подуслугу 20680@egServiceTarget",""
"passed","Sun Oct 13 03:34:56 GMT 2024","Sun Oct 13 03:34:56 GMT 2024","1","tests","test_target.py","test_target_details","","","Проверить подуслугу 12895@egServiceTarget",""
"passed","Sun Oct 13 03:34:56 GMT 2024","Sun Oct 13 03:34:56 GMT 2024","1","tests","test_target.py","test_target_details","","","Проверить подуслугу 14711@egServiceTarget",""
"passed","Sun Oct 13 03:34:55 GMT 2024","Sun Oct 13 03:34:55 GMT 2024","0","tests","test_target.py","test_target_details","","","Проверить подуслугу 15358@egServiceTarget",""
"passed","Sun Oct 13 03:34:56 GMT 2024","Sun Oct 13 03:34:56 GMT 2024","0","tests","test_target.py","test_target_details","","","Проверить подуслугу 20671@egServiceTarget",""
"passed","Sun Oct 13 03:34:56 GMT 2024","Sun Oct 13 03:34:56 GMT 2024","0","tests","test_target.py","test_target_details","","","Проверить подуслугу 19834@egServiceTarget",""
"passed","Sun Oct 13 03:34:56 GMT 2024","Sun Oct 13 03:34:56 GMT 2024","0","tests","test_target.py","test_target_details","","","Проверить подуслугу 20523@egServiceTarget",""
"passed","Sun Oct 13 03:34:56 GMT 2024","Sun Oct 13 03:34:56 GMT 2024","1","tests","test_target.py","test_target_details","","","Проверить подуслугу 21274@egServiceTarget",""
"passed","Sun Oct 13 03:34:56 GMT 2024","Sun Oct 13 03:34:56 GMT 2024","1","tests","test_target.py","test_target_details","","","Проверить подуслугу 21257@egServiceTarget",""
