"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon Dec 09 03:42:59 GMT 2024","Mon Dec 09 03:42:59 GMT 2024","31","tests","test_department","","","","Тест Услуг по Органу","Этот тест проверяет объекты услуг на стандартное представление"
"skipped","Mon Dec 09 03:39:58 GMT 2024","Mon Dec 09 03:39:58 GMT 2024","10","tests","test_category","","","","Тест доступности Услуг по Категории","Этот тест проверяет доступность страниц категорий"
"skipped","Mon Dec 09 03:38:42 GMT 2024","Mon Dec 09 03:38:42 GMT 2024","1","tests","test_categories","","","","Тест Категорий","Этот тест проверяет объекты категорий на стандартное представление"
"skipped","Mon Dec 09 03:42:57 GMT 2024","Mon Dec 09 03:42:57 GMT 2024","1","tests","test_department","","","","Тест получения токена для Органа","Этот тест проверяет получение токена для доступа к органов"
"skipped","Mon Dec 09 03:40:00 GMT 2024","Mon Dec 09 03:40:00 GMT 2024","28","tests","test_category","","","","Тест Услуг по Категории","Этот тест проверяет объекты услуг на стандартное представление"
"skipped","Mon Dec 09 03:42:57 GMT 2024","Mon Dec 09 03:42:57 GMT 2024","52","tests","test_department","","","","Тест доступности Услуг по Органу","Этот тест проверяет доступность страниц органов"
"skipped","Mon Dec 09 03:39:58 GMT 2024","Mon Dec 09 03:39:58 GMT 2024","0","tests","test_category","","","","Тест получения токена для Категорий","Этот тест проверяет получение токена для доступа к категориям"
"skipped","Mon Dec 09 03:40:01 GMT 2024","Mon Dec 09 03:40:01 GMT 2024","0","tests","test_departments","","","","Тест получения токена для Органов","Этот тест проверяет получение токена для доступа к органам"
"skipped","Mon Dec 09 03:38:42 GMT 2024","Mon Dec 09 03:38:42 GMT 2024","1","tests","test_categories","","","","Тест доступности Категорий","Этот тест проверяет доступность страницы категорий"
"skipped","Mon Dec 09 03:44:10 GMT 2024","Mon Dec 09 03:44:10 GMT 2024","46","tests","test_service","","","","Тест доступности Подуслуг по Услуге","Этот тест проверяет доступность страниц услуг"
"skipped","Mon Dec 09 03:40:01 GMT 2024","Mon Dec 09 03:40:01 GMT 2024","0","tests","test_departments","","","","Тест доступности Услуг по Категории","Этот тест проверяет доступность страниц категорий"
"skipped","Mon Dec 09 03:39:58 GMT 2024","Mon Dec 09 03:39:58 GMT 2024","0","tests","test_category","","","","Тест доступности вспомогательных страниц для Категорий","Этот тест проверяет доступность страницы вспомогательных страниц для доступа к категориям"
"skipped","Mon Dec 09 03:40:01 GMT 2024","Mon Dec 09 03:40:01 GMT 2024","0","tests","test_departments","","","","Тест наличия Органов","Этот тест проверяет наличие на странице органов объектов"
"skipped","Mon Dec 09 03:38:42 GMT 2024","Mon Dec 09 03:38:42 GMT 2024","0","tests","test_categories","","","","Тест наличия Категорий","Этот тест проверяет наличие на странице категорий объектов"
"skipped","Mon Dec 09 03:40:01 GMT 2024","Mon Dec 09 03:40:01 GMT 2024","0","tests","test_departments","","","","Тест доступности вспомогательных страниц для Органов","Этот тест проверяет доступность страницы вспомогательных страниц для доступа к органам"
"skipped","Mon Dec 09 03:44:11 GMT 2024","Mon Dec 09 03:44:11 GMT 2024","41","tests","test_service","","","","Тест Подуслуг по Услуге","Этот тест проверяет подуслуги на стандартное представление"
"skipped","Mon Dec 09 03:40:01 GMT 2024","Mon Dec 09 03:40:01 GMT 2024","15","tests","test_departments","","","","Тест Органов","Этот тест проверяет объекты органов на стандартное представление"
"skipped","Mon Dec 09 03:44:11 GMT 2024","Mon Dec 09 03:44:11 GMT 2024","24","tests","test_service","","","","Тест наличия групп Подуслуг по Услуге","Этот тест проверяет наличие на страницах услуг групп подуслуг"
"skipped","Mon Dec 09 03:44:11 GMT 2024","Mon Dec 09 03:44:11 GMT 2024","28","tests","test_service","","","","Тест групп Подуслуг по Услуге","Этот тест проверяет группы подуслуг на стандартное представление"
"skipped","Mon Dec 09 03:42:57 GMT 2024","Mon Dec 09 03:42:57 GMT 2024","1","tests","test_department","","","","Тест доступности вспомогательных страниц для Органов","Этот тест проверяет доступность страницы вспомогательных страниц для доступа к органам"
