"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Oct 14 14:46:54 GMT 2024","Mon Oct 14 14:46:54 GMT 2024","0","tests","test_target.py","test_target_details","","","Проверка подуслуги 15557@egServiceTarget (Получение выписки   из реестра объектов муниципальной собственности) услуги 8965@egService (Информация из реестра) неуспешна, не соответствуют пункты: ('Основание для приостановления/отказа',)",""
"failed","Mon Oct 14 14:46:54 GMT 2024","Mon Oct 14 14:46:54 GMT 2024","1","tests","test_target.py","test_target_details","","","Проверка подуслуги 15820@egServiceTarget (Получение справки) услуги 9297@egService (Выдача документов о происхождении продукции, продаваемой гражданами, из их личных подсобных хозяйств в МО ""Ундозерское"") неуспешна, не соответствуют пункты: ('Основание для приостановления/отказа', 'Шаблон', 'Пример')",""
"passed","Mon Oct 14 14:46:54 GMT 2024","Mon Oct 14 14:46:54 GMT 2024","1","tests","test_target.py","test_target_details","","","Проверка подуслуги 13092@egServiceTarget (Оформление и выдача удостоверения) услуги 7626@egService (Выдача удостоверений гражданам, подвергшимся радиационному воздействию) успешна",""
"passed","Mon Oct 14 14:46:54 GMT 2024","Mon Oct 14 14:46:54 GMT 2024","1","tests","test_target.py","test_target_details","","","Проверка подуслуги 14667@egServiceTarget (Рассмотрение заявлений субъектов малого и среднего предпринимательства о реализации преимущественного права на приобретение арендуемого ими недвижимого имущества, находящегося в муниципальной собственности муниципального образования «Котлас» Архангельской области) услуги 8358@egService (Реализация преимущественного прав на приобретение арендуемого имущества) успешна",""
"passed","Mon Oct 14 14:46:54 GMT 2024","Mon Oct 14 14:46:54 GMT 2024","0","tests","test_target.py","test_target_details","","","Проверка подуслуги 14648@egServiceTarget (Предоставление информации  об объектах учета из реестра муниципального имущества муниципального образования «Северодвинск») услуги 8342@egService (Предоставление информации об объектах учета из реестра муниципального имущества муниципального образования «Северодвинск») успешна",""
"skipped","Mon Oct 14 14:46:12 GMT 2024","Mon Oct 14 14:46:12 GMT 2024","4","tests","test_service","","","","Тест доступности Подуслуг по Услуге","Этот тест проверяет доступность страниц услуг"
"passed","Mon Oct 14 14:46:54 GMT 2024","Mon Oct 14 14:46:54 GMT 2024","1","tests","test_target.py","test_target_details","","","Проверка подуслуги 19264@egServiceTarget (Предоставление разрешений на вступление в брак лиц, достигших возраста шестнадцати лет и не достигших восемнадцати лет) услуги 10838@egService (Предоставление разрешений на вступление в брак лиц, достигших возраста шестнадцати лет и не достигших восемнадцати лет) успешна",""
"failed","Mon Oct 14 14:46:54 GMT 2024","Mon Oct 14 14:46:54 GMT 2024","1","tests","test_target.py","test_target_details","","","Проверка подуслуги 20220@egServiceTarget (Получение дубликата, копии разрешения на право организации розничного рынка) услуги 11307@egService (Предоставление муниципальной услуги по выдаче, продлению срока действия, переоформлению муниципальной услуги по выдаче, продлению срока действия, переоформлению разрешений на право организации розничных рынков на территории муниципального образования «Вельский муниципальный район») неуспешна, не соответствуют пункты: ('Шаблон', 'Пример')",""
"failed","Mon Oct 14 14:46:54 GMT 2024","Mon Oct 14 14:46:54 GMT 2024","0","tests","test_target.py","test_target_details","","","Проверка подуслуги 13315@egServiceTarget (Обращение) услуги 7717@egService (Оказание содействия в регистрации граждан РФ по месту жительства и по месту пребывания на территории муниципального образования «Федовское») неуспешна, не соответствуют пункты: ('Срок выполнения услуги', 'Шаблон', 'Пример')",""
"passed","Mon Oct 14 14:46:54 GMT 2024","Mon Oct 14 14:46:54 GMT 2024","1","tests","test_target.py","test_target_details","","","Проверка подуслуги 20976@egServiceTarget (Предоставление письменных разъяснений налогоплательщикам и налоговым агентам по вопросам применения нормативных правовых актов Холмогорского муниципального округа Архангельской области о местных налогах и сборах) услуги 11671@egService (Предоставление письменных разъяснений о местных налогах и сборах) успешна",""
"failed","Mon Oct 14 14:46:54 GMT 2024","Mon Oct 14 14:46:54 GMT 2024","1","tests","test_target.py","test_target_details","","","Проверка подуслуги 14035@egServiceTarget (Оформление документов для регистрации по месту жительства и по месту пребывания граждан, снятия с регистрационного учета) услуги 8054@egService (Оформление документов для регистрации по месту жительства и по месту пребывания граждан, снятия с регистрационного учета) неуспешна, не соответствуют пункты: ('Срок выполнения услуги', 'Шаблон', 'Пример')",""
"passed","Mon Oct 14 14:46:54 GMT 2024","Mon Oct 14 14:46:54 GMT 2024","1","tests","test_target.py","test_target_details","","","Проверка подуслуги 12887@egServiceTarget (Внесение исправлений и (или) изменений в записи актов гражданского состояния) услуги 7514@egService (Государственная регистрация актов гражданского состояния органами, осуществляющими государственную регистрацию актов гражданского состояния на территории Российской Федерации) успешна",""
